,chaintip,c,L,m,N_a,protocol
480,1654000,0.3020593626787755,331.06075280422556,315.4073689072386,100.0,non_interactive
481,1679000,0.3018503557014386,331.2899856209227,315.8770271976782,100.0,non_interactive
482,1704000,0.3016447772972663,331.5157679705209,316.33975545555865,100.0,non_interactive
483,1729000,0.3014425217125398,331.7382014716607,316.7957556348712,100.0,non_interactive
484,1754000,0.30124348793359107,331.9573833312039,317.2452209848683,100.0,non_interactive
485,1779000,0.3010475794100648,332.17340659559784,317.6883365433033,100.0,non_interactive
486,1804000,0.30085470379797946,332.386360384609,318.1252795952154,100.0,non_interactive
487,1829000,0.30066477272092407,332.5963301088805,318.5562201001207,100.0,non_interactive
488,1854000,0.3004777015478736,332.80339767264724,318.98132109016973,100.0,non_interactive
489,1879000,0.3002934091862667,333.0076416627971,319.40073904162347,100.0,non_interactive
490,1904000,0.3001118178891033,333.20913752537325,319.81462422175156,100.0,non_interactive
491,1929000,0.2999328530749438,333.4079577305029,320.22312101308665,100.0,non_interactive
492,1954000,0.29975644315979294,333.60417192664784,320.62636821678507,100.0,non_interactive
493,1979000,0.29958251939993813,333.79784708500137,321.0244993366835,100.0,non_interactive
494,2004000,0.2994110157449037,333.9890476347716,321.41764284551357,100.0,non_interactive
495,2029000,0.2992418686997513,334.1778355900339,321.80592243459915,100.0,non_interactive
496,2054000,0.2990750171960229,334.3642706687765,322.18945724825244,100.0,non_interactive
497,2079000,0.2989104024706893,334.548410404706,322.5683621039788,100.0,non_interactive
498,2104000,0.29874796795251446,334.7303102523357,322.9427476995113,100.0,non_interactive
499,2129000,0.29858765915529945,334.91002368583713,323.3127208076053,100.0,non_interactive
500,2154000,0.29842942357751867,335.0876022920858,323.6783844594582,100.0,non_interactive
501,2179000,0.29827321060788636,335.26309585831774,324.0398381175343,100.0,non_interactive
502,2204000,0.29811897143645016,335.43655245475355,324.39717783852547,100.0,non_interactive
503,2229000,0.29796665897082036,335.6080185125441,324.7504964271131,100.0,non_interactive
504,2254000,0.2978162277571916,335.7775388973418,325.0998835811543,100.0,non_interactive
505,2279000,0.297667633905825,335.9451569787988,325.44542602884513,100.0,non_interactive
506,2304000,0.29752083502070203,336.11091469624915,325.78720765840734,100.0,non_interactive
507,2329000,0.29737579013306487,336.27485262083246,326.12530964076336,100.0,non_interactive
508,2354000,0.29723245963859574,336.43701001428235,326.4598105456614,100.0,non_interactive
509,2379000,0.29709080523799736,336.5974248845928,326.7907864516635,100.0,non_interactive
510,2404000,0.29695078988075396,336.7561340387639,327.1183110503755,100.0,non_interactive
511,2429000,0.29681237771187763,336.91317313280047,327.4424557452885,100.0,non_interactive
512,2454000,0.29667553402144753,337.0685767191396,327.7632897455517,100.0,non_interactive
513,2479000,0.2965402251967677,337.2223782916652,328.08088015499004,100.0,non_interactive
514,2504000,0.2964064186769889,337.37461032844817,328.39529205665576,100.0,non_interactive
515,2529000,0.2962740829100389,337.5253043323541,328.70658859317524,100.0,non_interactive
516,2554000,0.2961431873117202,337.6744908696483,329.0148310431394,100.0,non_interactive
517,2579000,0.29601370222685564,337.8221996067031,329.32007889377616,100.0,non_interactive
518,2604000,0.2958855988923496,337.9684593449323,329.62238991011156,100.0,non_interactive
519,2629000,0.29575884940205943,338.11329805404523,329.9218202008252,100.0,non_interactive
520,2654000,0.29563342667337017,338.25674290372024,330.2184242809898,100.0,non_interactive
521,2679000,0.29550930441537576,338.3988202937845,330.5122551318651,100.0,non_interactive
522,2704000,0.2953864570985716,338.53955588298896,330.8033642579131,100.0,non_interactive
523,2729000,0.29526485992598084,338.67897461644685,331.0918017411921,100.0,non_interactive
524,2754000,0.29514448880562427,338.81710075182133,331.37761629326263,100.0,non_interactive
525,2779000,0.29502532032426987,338.953957884318,331.66085530475425,100.0,non_interactive
526,2804000,0.29490733172238215,339.0895689705582,331.941564892704,100.0,non_interactive
527,2829000,0.2947905008702153,339.2239563513822,332.2197899457999,100.0,non_interactive
528,2854000,0.2946748062449793,339.357141773649,332.495574167628,100.0,non_interactive
529,2879000,0.2945602269090288,339.4891464110793,332.76896011803245,100.0,non_interactive
530,2904000,0.29444674248901925,339.61999088418946,333.0399892526927,100.0,non_interactive
531,2929000,0.2943343331559741,339.7496952793741,333.3087019609942,100.0,non_interactive
532,2954000,0.2942229796062239,339.87827916716753,333.57513760229665,100.0,non_interactive
533,2979000,0.2941126630431677,340.00576161973254,333.83933454067096,100.0,non_interactive
534,3004000,0.29400336515981124,340.1321612276208,334.10133017818146,100.0,non_interactive
535,3029000,0.2938950681220524,340.25749611582717,334.3611609867909,100.0,non_interactive
536,3054000,0.2937877545526663,340.3817839591859,334.6188625389543,100.0,non_interactive
537,3079000,0.2936814075159596,340.5050419971365,334.8744695369617,100.0,non_interactive
538,3104000,0.2935760105030622,340.6272870478868,335.1280158410961,100.0,non_interactive
539,3129000,0.29347154741782255,340.7485355220061,335.37953449666435,100.0,non_interactive
540,904000,0.5779402018897507,865.1414079953228,421.85395655639184,500.0,interactive
541,929000,0.5774890040874254,865.8173514318647,422.9020956905275,500.0,interactive
542,954000,0.5770512102147877,866.474224729365,423.92116367214885,500.0,interactive
543,979000,0.5766260820141031,867.1130488124035,424.9127022668637,500.0,interactive
544,1004000,0.5762129395903616,867.7347654765572,425.87813452463274,500.0,interactive
545,1029000,0.5758111554695383,868.3402453227586,426.81877662336774,500.0,interactive
546,1054000,0.5754201493903212,868.9302947242435,427.7358482744279,500.0,interactive
547,1079000,0.5750393837236507,869.5056619639939,428.6304818943114,500.0,interactive
548,1104000,0.5746683594317097,870.0670426582224,429.5037307137982,500.0,interactive
549,1129000,0.5743066124921468,870.6150845631038,430.35657596871795,500.0,interactive
550,1154000,0.5739537107249247,871.1503918468992,431.18993329422267,500.0,interactive
551,1179000,0.5736092509687875,871.6735288971257,432.00465842600227,500.0,interactive
552,1204000,0.5732728565622711,872.1850237220992,432.80155229654656,500.0,interactive
553,1229000,0.5729441750908162,872.6853709975253,433.58136560178355,500.0,interactive
554,1254000,0.572622876367062,873.1750348015971,434.344802902707,500.0,interactive
555,1279000,0.5723086506160519,873.6544510759772,435.09252631761,500.0,interactive
556,1304000,0.5720012068409842,874.1240298449222,435.8251588529258,500.0,interactive
557,1329000,0.571700271348452,874.5841572204702,436.5432874142632,500.0,interactive
558,1354000,0.5714055864149155,875.0351972179257,437.2474655337211,500.0,interactive
559,1379000,0.571116909078541,875.4774934027372,437.9382158449522,500.0,interactive
560,1404000,0.5708340100425731,875.911370387181,438.61603233340315,500.0,interactive
561,1429000,0.570556672678151,876.337135192963,439.28138238578015,500.0,interactive
562,1454000,0.5702846921159807,876.7550784938716,439.93470865983056,500.0,interactive
563,1479000,0.5700178744175595,877.1654757509082,440.57643079298487,500.0,interactive
564,1504000,0.5697560358177671,877.5685882508524,441.2069469662333,500.0,interactive
565,1529000,0.5694990020315988,877.9646640579317,441.82663533767277,500.0,interactive
566,1554000,0.5692466076186546,878.3539388871619,442.4358553585454,500.0,interactive
567,1579000,0.5689986953997238,878.7366369069582,443.0349489831069,500.0,interactive
568,1604000,0.5687551159204446,879.1129714777602,443.6242417824436,500.0,interactive
569,1629000,0.5685157269575645,879.4831458326945,444.2040439712172,500.0,interactive
570,1654000,0.5682803930638219,879.8473537056318,444.7746513553791,500.0,interactive
571,1679000,0.5680489851478941,880.2057799114326,445.3363462080375,500.0,interactive
572,1704000,0.5678213800862238,880.558600882684,445.88939807988504,500.0,interactive
573,1729000,0.567597460363881,880.9059851667677,446.4340645499923,500.0,interactive
574,1754000,0.5673771137418994,881.2480938867243,446.97059192211987,500.0,interactive
575,1779000,0.5671602329487876,881.585081169025,447.499215871238,500.0,interactive
576,1804000,0.5669467153941417,881.9170945410624,448.02016204444953,500.0,interactive
577,1829000,0.5667364629025002,882.2442753008793,448.53364662012496,500.0,interactive
578,1854000,0.5665293814657454,882.5667588614413,449.0398768286748,500.0,interactive
579,1879000,0.5663253810125355,882.8846750715073,449.5390514380821,500.0,interactive
580,1904000,0.5661243751933771,883.1981485149968,450.0313612069999,500.0,interactive
581,1929000,0.5659262811800965,883.5072987905353,450.516989307994,500.0,interactive
582,1954000,0.5657310194785604,883.8122407727521,450.9961117232367,500.0,interactive
583,1979000,0.5655385137536244,884.1130848567175,451.4688976147984,500.0,interactive
584,2004000,0.5653486906653566,884.4099371868218,451.93550967143585,500.0,interactive
585,2029000,0.5651614797156879,884.7028998712576,452.39610443367474,500.0,interactive
586,2054000,0.5649768131046964,884.9920711831842,452.8508325987673,500.0,interactive
587,2079000,0.5647946255958218,885.2775457495409,453.29983930701474,500.0,interactive
588,2104000,0.5646148543893426,885.559414728423,453.74326441080143,500.0,interactive
589,2129000,0.5644374390035278,885.8377659758231,454.18124272757257,500.0,interactive
590,2154000,0.5642623211629069,886.1126842025062,454.61390427788524,500.0,interactive
591,2179000,0.564089444693158,886.3842511216991,455.0413745095992,500.0,interactive
592,2204000,0.5639187554221486,886.6525455882396,455.4637745091296,500.0,interactive
593,2229000,0.5637502010867046,886.9176437297627,455.8812212006741,500.0,interactive
594,2254000,0.5635837312447138,887.1796190704712,456.29382753420884,500.0,interactive
595,2279000,0.5634192971922076,887.4385426479766,456.70170266301784,500.0,interactive
596,2304000,0.563256851885081,887.6944831236832,457.10495211142677,500.0,interactive
597,2329000,0.563096349865149,887.9475068871261,457.5036779334032,500.0,interactive
598,2354000,0.5629377471902556,888.19767815466,457.8979788626016,500.0,interactive
599,2379000,0.5627810013681662,888.4450590628672,458.28795045439244,500.0,interactive
600,2404000,0.5626260712940105,888.6897097570081,458.6736852204044,500.0,interactive
601,2429000,0.5624729171910438,888.931688474834,459.05527275602947,500.0,interactive
602,2454000,0.5623215005545201,889.171051626048,459.43279986133393,500.0,interactive
603,2479000,0.5621717840984839,889.4078538676848,459.8063506557802,500.0,interactive
604,2504000,0.5620237317053005,889.6421481756523,460.1760066871358,500.0,interactive
605,2529000,0.5618773083777607,889.8739859126694,460.54184703491376,500.0,interactive
606,2554000,0.561732480193598,890.1034168928202,460.90394840867816,500.0,interactive
607,2579000,0.5615892142622829,890.3304894429143,461.2623852415122,500.0,interactive
608,2604000,0.5614474786839532,890.5552504608488,461.617229778931,500.0,interactive
609,2629000,0.5613072425103561,890.7777454711445,461.96855216350673,500.0,interactive
610,2654000,0.5611684757076877,890.9980186778163,462.3164205154418,500.0,interactive
611,2679000,0.5610311491212209,891.2161130147267,462.6609010093405,500.0,interactive
612,2704000,0.5608952344416144,891.4320701935769,463.0020579473635,500.0,interactive
613,2729000,0.5607607041728159,891.6459307496508,463.33995382899195,500.0,interactive
614,2754000,0.5606275316014656,891.8577340854462,463.6746494175819,500.0,interactive
615,2779000,0.5604956907677147,892.0675185123131,464.0062038038669,500.0,interactive
616,2804000,0.5603651564373887,892.2753212901926,464.33467446660734,500.0,interactive
617,2829000,0.5602359040754149,892.4811786655745,464.66011733050584,500.0,interactive
618,2854000,0.56010790982045,892.6851259077588,464.9825868215602,500.0,interactive
619,2879000,0.5599811504606418,892.8871973435157,465.3021359199706,500.0,interactive
620,2904000,0.5598556034104658,893.0874263902261,465.61881621074224,500.0,interactive
621,2929000,0.5597312466885807,893.2858455875815,465.93267793209645,500.0,interactive
622,2954000,0.5596080588966478,893.4824866279193,466.24377002180177,500.0,interactive
623,2979000,0.5594860191990659,893.6773803852626,466.5521401615366,500.0,interactive
624,3004000,0.5593651073035764,893.8705569431273,466.85783481937904,500.0,interactive
625,3029000,0.559245303442689,894.0620456211657,467.1608992905151,500.0,interactive
626,3054000,0.5591265883558948,894.2518750006938,467.4613777362657,500.0,interactive
627,3079000,0.5590089432726181,894.4400729491718,467.759313221496,500.0,interactive
628,3104000,0.5588923498958787,894.6266666436743,468.0547477505072,500.0,interactive
629,3129000,0.5587767903866249,894.8116825934082,468.3477223014702,500.0,interactive
630,904000,0.5361092385717817,932.6457446098517,502.43426633002116,500.0,non_interactive
631,929000,0.5355750446541727,933.5759852717858,503.8812519946366,500.0,non_interactive
632,954000,0.5350565680813028,934.4806321936863,505.2892385939796,500.0,non_interactive
633,979000,0.5345529477716253,935.3610378248494,506.66026436583195,500.0,non_interactive
634,1004000,0.5340633904653463,936.218450705513,507.9962121320251,500.0,non_interactive
635,1029000,0.533587163839265,937.0540258172654,509.2988246905526,500.0,non_interactive
636,1054000,0.5331235904704862,937.8688336765321,510.56971835111665,500.0,non_interactive
637,1079000,0.5326720425212249,938.6638683596332,511.8103948664916,500.0,non_interactive
638,1104000,0.5322319370576905,939.4400545824503,513.0222520064356,500.0,non_interactive
639,1129000,0.5318027318973596,940.1982539956232,514.206592924679,500.0,non_interactive
640,1154000,0.5313839219273276,940.939270775265,515.3646345024288,500.0,non_interactive
641,1179000,0.5309750358264834,941.6638566100013,516.4975147912409,500.0,non_interactive
642,1204000,0.5305756331404323,942.3727151594624,517.6062996707606,500.0,non_interactive
643,1229000,0.5301853016647087,943.0665060499961,518.6919888185956,500.0,non_interactive
644,1254000,0.5298036550982242,943.7458484639961,519.7555210758527,500.0,non_interactive
645,1279000,0.5294303309342439,944.4113243714041,520.7977792802499,500.0,non_interactive
646,1304000,0.529064988560704,945.063481445306,521.8195946289507,500.0,non_interactive
647,1329000,0.5287073075455005,945.7028356979348,522.8217506249447,500.0,non_interactive
648,1354000,0.5283569860856182,946.3298738686062,523.8049866537685,500.0,non_interactive
649,1379000,0.5280137396017293,946.9450555910544,524.7700012313444,500.0,non_interactive
650,1404000,0.5276772994622358,947.5488153641587,525.717454958528,500.0,non_interactive
651,1429000,0.5273474118227616,948.1415643470478,526.6479732135998,500.0,non_interactive
652,1454000,0.5270238365688122,948.7236919970245,527.5621486100655,500.0,non_interactive
653,1479000,0.5267063463508378,949.2955675665074,528.460543243904,500.0,non_interactive
654,1504000,0.5263947257021876,949.8575414733151,529.343690751515,500.0,non_interactive
655,1529000,0.5260887702316038,950.4099465568927,530.2120981971882,500.0,non_interactive
656,1554000,0.5257882858828303,950.9530992316988,531.0662478067541,500.0,non_interactive
657,1579000,0.5254930882547805,951.4873005476708,531.9065985622032,500.0,non_interactive
658,1604000,0.5252030019764303,952.012837166606,532.7335876704456,500.0,non_interactive
659,1629000,0.524917860131261,952.5299822623106,533.547631917939,500.0,non_interactive
660,1654000,0.5246375037266109,953.0389963515656,534.349128921652,500.0,non_interactive
661,1679000,0.5243617812038274,953.5401280621602,535.138458285747,500.0,non_interactive
662,1704000,0.5240905479855071,954.0336148436447,535.9159826723633,500.0,non_interactive
663,1729000,0.5238236660565325,954.5196836258226,536.6820487940652,500.0,non_interactive
664,1754000,0.5235610035759137,954.9985514295518,537.4369883346944,500.0,non_interactive
665,1779000,0.5233024345167825,955.4704259339057,538.1811188047668,500.0,non_interactive
666,1804000,0.52304783833212,955.9355060034006,538.9147443368963,500.0,non_interactive
667,1829000,0.5227970996440522,956.3939821786049,539.6381564262268,500.0,non_interactive
668,1854000,0.5225501079547586,956.8460371331298,540.3516346203717,500.0,non_interactive
669,1879000,0.5223067573772081,957.2918460997466,541.0554471629225,500.0,non_interactive
670,1904000,0.5220669463841339,957.7315772680672,541.749851594253,500.0,non_interactive
671,1929000,0.5218305775737732,958.1653921560645,542.4350953129341,500.0,non_interactive
672,1954000,0.5215975574510631,958.5934459574432,543.1114161008559,500.0,non_interactive
673,1979000,0.5213677962230819,959.0158878667314,543.7790426148074,500.0,non_interactive
674,2004000,0.5211412076076418,959.4328613837832,544.4381948470651,500.0,non_interactive
675,2029000,0.5209177086540357,959.844504599232,545.0890845573011,500.0,non_interactive
676,2054000,0.5206972195750261,960.2509504623082,545.7319156779232,500.0,non_interactive
677,2079000,0.5204796635892427,960.6523270323103,546.3668846947937,500.0,non_interactive
678,2104000,0.5202649667732286,961.0487577149094,546.9941810050842,500.0,non_interactive
679,2129000,0.5200530579224338,961.4403614843761,547.6139872539068,500.0,non_interactive
680,2154000,0.5198438684205205,961.8272530927148,548.2264796512123,500.0,non_interactive
681,2179000,0.5196373321163892,962.2095432666282,548.8318282703118,500.0,non_interactive
682,2204000,0.5194333852083902,962.5873388931407,549.4301973293138,500.0,non_interactive
683,2229000,0.5192319661352178,962.9607431946717,550.0217454566,500.0,non_interactive
684,2254000,0.5190330154730425,963.3298558942422,550.6066259414531,500.0,non_interactive
685,2279000,0.518836475838444,963.6947733715058,551.1849869707855,500.0,non_interactive
686,2304000,0.5186422917967719,964.0555888101836,551.7569718529065,500.0,non_interactive
687,2329000,0.518450409775568,964.4123923374755,552.3227192291638,500.0,non_interactive
688,2354000,0.5182607779827214,964.765271155962,552.8823632742353,500.0,non_interactive
689,2379000,0.5180733463290484,965.1143096684821,553.4360338857973,500.0,non_interactive
690,2404000,0.5178880663550173,965.4595895964229,553.9838568642339,500.0,non_interactive
691,2429000,0.5177048911613531,965.8011900918375,554.52595408302,500.0,non_interactive
692,2454000,0.5175237753432809,966.1391878437718,555.0624436503348,500.0,non_interactive
693,2479000,0.5173446749281779,966.4736571791603,555.5934400624529,500.0,non_interactive
694,2504000,0.5171675473164314,966.8046701586103,556.1190543494102,500.0,non_interactive
695,2529000,0.5169923512253018,967.1322966673898,556.6393942134031,500.0,non_interactive
696,2554000,0.5168190466356131,967.4566045019013,557.1545641603494,500.0,non_interactive
697,2579000,0.5166475947411008,967.7776594519072,557.664665625021,500.0,non_interactive
698,2604000,0.5164779579002602,968.0955253787571,558.1697970901088,500.0,non_interactive
699,2629000,0.5163100995905516,968.4102642898406,558.6700541995806,500.0,non_interactive
700,2654000,0.5161439843648213,968.7219364094915,559.1655298666544,500.0,non_interactive
701,2679000,0.5159795778098146,969.0306002465381,559.6563143766853,500.0,non_interactive
702,2704000,0.5158168465066599,969.3363126586916,560.1424954852531,500.0,non_interactive
703,2729000,0.5156557579932175,969.6391289139383,560.6241585117259,500.0,non_interactive
704,2754000,0.5154962807281805,969.9391027491201,561.1013864285349,500.0,non_interactive
705,2779000,0.5153383840568386,970.2362864258392,561.5742599463971,500.0,non_interactive
706,2804000,0.5151820381784111,970.530730783837,562.0428575957121,500.0,non_interactive
707,2829000,0.5150272141148631,970.8224852919876,562.5072558043283,500.0,non_interactive
708,2854000,0.5148738836811242,971.1115980970284,562.9675289718758,500.0,non_interactive
709,2879000,0.5147220194566394,971.3981160701449,563.4237495408454,500.0,non_interactive
710,2904000,0.5145715947581756,971.6820848515287,563.8759880645788,500.0,non_interactive
711,2929000,0.5144225836138218,971.9635488930073,564.3243132723389,500.0,non_interactive
712,2954000,0.5142749607381222,972.2425514988445,564.768792131604,500.0,non_interactive
713,2979000,0.5141287015082755,972.5191348648174,565.2094899077161,500.0,non_interactive
714,3004000,0.5139837819413602,972.7933401156312,565.6464702210432,500.0,non_interactive
715,3029000,0.5138401786725185,973.0652073407845,566.0797951017549,500.0,non_interactive
716,3054000,0.5136978689340597,973.3347756289447,566.5095250423294,500.0,non_interactive
717,3079000,0.5135568305354389,973.6020831009016,566.935719047935,500.0,non_interactive
718,3104000,0.513417041844059,973.8671669411897,567.3584346847445,500.0,non_interactive
719,3129000,0.5132784817668613,974.1300634284283,567.7777281263135,500.0,non_interactive
